N,P,K,temperature,humidity,ph,rainfall,label
96.06992744534828,41.759350754738705,38.626006078932676,25.90793115861739,80.14796166672153,6.527441493912803,152.3107083472236,rice
81.57680484518981,30.44410242340481,32.823708014909414,27.72772445962782,87.37110989183012,5.948181918350324,162.67114113471175,rice
54.76180585401516,37.39122156192335,51.61799205878753,25.869768542927297,78.64256628370306,6.362778073325107,160.82981188067504,rice
81.96730170048411,40.477491870475546,39.586716871258965,26.58161224338016,84.06787135741631,6.433914106337799,188.31627310973107,rice
94.15771716578759,47.81889734859516,35.34328230567322,23.224608688570882,90.0147060179214,6.133029604656729,254.22037385009654,rice
80.48613573869973,46.98421876609942,40.63113192066617,25.51645764664539,91.38830813001942,6.073380332894541,180.3546539783638,rice
80.42464507811079,42.17120296308707,32.48435645353353,26.274941805302245,78.76737209429353,6.601734431256747,134.58080039563515,rice
76.97702909393747,31.90495287407631,36.03409856145303,25.495331802217887,80.92464024730147,6.111317850868195,204.9856765515281,rice
87.07456005432343,35.159026998673085,43.39287827631544,26.32533194077097,84.3102276259366,6.394786704962942,219.33716702547278,rice
105.75774768785689,39.58194797894795,38.52600055199403,23.492944839285244,75.80642397653298,5.764434874339623,182.00288463322607,rice
84.27906010714888,41.60461661678903,40.245481881050374,23.468929445140574,87.40110738411978,6.4587944353053315,204.97107831620647,rice
78.34025532441994,42.63245401998304,40.9022732199333,22.103745481169906,81.59211846409357,6.291712534226034,181.65961422563575,rice
86.93640260694193,33.01685207076261,46.41369328005842,27.495899970118863,80.48489599418221,6.327209018243676,134.08745807730395,rice
73.2052538652936,38.589861183269775,34.853761497151076,26.428792965261316,93.98377918448796,5.788184848199744,183.61990277131642,rice
87.40157335676129,47.73335751279818,34.132603299808466,25.498072244613883,92.92779310487865,5.621884298137257,169.6463199843563,rice
80.67921261409946,37.50117561829403,43.900486181217495,25.483319439641676,71.35022764214723,6.380393641015284,191.807525048297,rice
97.99936161280064,36.987579825102785,36.94424664110927,26.08226322160906,86.57755889402162,6.356834777377672,156.90368450237855,rice
90.48795128726816,35.035321351962885,41.12932533562366,22.15253112920188,84.67793288525839,5.9176903834924195,169.59700851679355,rice
92.28096539212048,41.15989370404841,37.052911353314094,27.902357698042128,79.35608547058155,6.211237685889827,218.47077360187592,rice
78.67940747188814,42.26145420831966,37.439428733609326,24.17672335556758,90.17585583882004,5.835794881620648,133.99741957572104,rice
101.43155734912132,52.23677417251361,38.054707525843206,21.12632391875963,80.13709614282433,6.099821967555766,204.0173990077989,rice
73.64344197239714,42.78189348388709,42.51763540137321,22.011188760361385,86.19518039016933,6.918439743681062,215.4167504717674,rice
81.55928334690124,39.3183845708439,42.95323248144909,21.538656788985563,82.98634421786382,6.063337617688017,268.20648790811543,rice
83.22343811518942,48.00586053337369,34.702044650646364,26.174518333605583,83.91640158274737,5.895833463247326,215.58797761106362,rice
97.36769213568232,38.445799819424316,31.878579283985136,24.964874347045107,76.58546143124492,6.080180671467641,207.42998525491868,rice
67.60234739664173,32.244839971260745,42.31392081052252,23.95456260766064,66.6115339490766,6.4746954128128476,218.57964729113854,rice
77.71847679482786,33.67921498692044,44.01187790230882,25.69870124512086,96.29561369610444,6.347066009553728,222.21264894975346,rice
83.29733511289264,43.920524162563794,43.000408965991134,27.50345001713039,78.8720624881763,6.047607384469614,194.90825011627263,rice
93.06617755602569,47.192197313424316,37.797565632883355,24.150452544413817,83.8844633432188,6.113983474995485,239.98969007390653,rice
62.031871635685725,36.03181577479891,36.24440159698506,20.35928797522771,76.21816933378717,5.879695359453926,203.66520338265684,rice
96.35225209493468,38.82370887428463,35.052094142698465,24.886090917572943,88.2950417286481,5.858414414359784,181.31689115647436,rice
90.69719938459708,38.93662664449216,43.107926515405474,24.972706416409405,86.2099818885374,5.837722660085776,209.61933350016957,rice
82.8509618534958,34.16372356430017,32.495305850230295,26.371498070549322,79.89428570669213,5.842201901423435,206.97036348691503,rice
96.50579234496288,29.05245834221477,32.816134288464035,23.154227116209466,90.76707320032197,6.298905444021754,234.17049307452865,rice
73.37035862491246,34.62622779870147,42.14950584026901,25.116548661870894,85.29243291318475,6.1343151531750415,218.76152738332075,rice
86.61281466603211,43.73328346760764,43.87363975333346,21.76025601121646,68.51638866795487,6.550610889178028,247.413340437751,rice
74.58964520096396,31.072790048580984,40.475367140834564,26.861676452701058,92.78556713460588,6.380704150235508,198.2909240575506,rice
75.8900676598344,40.054966200019145,38.56352942135077,22.969864188542367,94.29253390517972,6.824808940725246,245.785533531996,rice
75.6073259423469,44.10409275662694,43.07020676558993,25.885091248408106,89.49799160226266,6.422379900001447,233.31044844358658,rice
91.49644409039654,41.63579875841011,31.43866657737192,25.167242154821114,78.66284824690524,5.752055664825993,262.97722350797596,rice
102.63575247703417,46.52425888141894,41.2250244009082,27.701250241905313,82.07231908361095,6.270979046914223,175.55565183044754,rice
89.04931130588817,40.2898524564372,33.74726983919457,24.897605776366806,81.52162261685915,6.829146408325624,238.1677198481724,rice
85.11674347873296,41.1941790870452,40.21221941490015,24.594172030408906,75.50543681567028,6.147131842837575,186.49790491544582,rice
72.24678150298391,42.45386470982817,41.87807036767953,21.426584977263843,81.26389217502924,6.548495485064973,243.36554777523412,rice
95.46353579742943,40.18678339312701,35.943782425748076,22.832602345283878,84.06762942850214,6.332748012027807,250.55093001555957,rice
96.21979243348925,39.365302448650375,34.027811781467825,24.361786805978205,83.30338716886315,6.129270864113709,191.79633559555384,rice
87.57942511269297,37.58100284122907,36.985282798118206,25.62290566860688,79.58804451922477,6.285436536142424,218.60592671984188,rice
73.37782418886594,37.690042605446024,46.90132931159902,22.675840974531425,69.30007330617681,5.548354196365121,210.91696331716508,rice
85.31535623593354,39.43546789395942,45.82811117885681,19.654331133794123,84.37560324658494,6.746503370631251,174.47490590591102,rice
81.12597357974307,36.38611879730262,35.707138978827864,24.34747598995392,90.56491170210703,6.843085336420632,199.41791441123536,rice
104.4316141834576,40.1707670895262,48.41771692816519,24.81340270069302,82.78634695627687,6.327916065424993,310.13389090007735,rice
93.68311286341685,36.605130256232975,44.65118977732412,24.276334925831318,79.06149890259275,6.518010475962239,210.9791960147913,rice
87.84147432802042,40.067129064953406,41.61559900770609,25.849931794872298,70.37819840376751,6.433300434013337,179.06638827534553,rice
70.28854881729401,39.71962602947833,40.40310881590938,23.61298767085544,86.98619114600784,5.730238691770182,197.1812719136644,rice
79.0342838236834,39.77638110237117,41.33854856630675,22.98421410075291,86.34569606473737,6.222050828917145,150.40369302067484,rice
65.02236730795028,39.94086739393931,38.9393568746255,24.793159772850732,81.8321052608187,6.278945943828563,239.85096271022144,rice
73.6667300106409,34.374536354076184,34.752045482140566,25.577833334337413,89.46968427187868,6.049031196616172,131.19645490897088,rice
67.61927280137417,36.00142373057915,37.322901340022966,24.183222745490546,82.2314867378855,6.090888784212144,243.05419773211733,rice
78.10462348205004,35.860873794517396,42.29860258489821,21.92871586014776,84.33815023192001,6.235893614304193,205.35556156757772,rice
101.20041629292248,37.013404262585354,49.889431218515575,24.549137101543803,74.33790133017862,6.224471853348189,176.0982761899588,rice
77.3320903523023,41.90575984007436,42.6667940255206,23.755664599491485,87.9244308702784,6.605127715307397,255.24350533174368,rice
90.40001675268236,46.54445781801135,30.972167545724524,24.364186902743075,76.79796846205944,6.241729051394588,191.99934959530276,rice
83.30519001211273,49.03443942497944,39.18534497718218,25.82758463438043,80.60638402045458,6.226499650784892,210.18952543373626,rice
89.57290547292622,45.593476170626445,47.90749118849598,25.619240163818333,85.53728131621361,5.797197421785052,207.23188261390794,rice
94.59095254181261,44.156649464402335,41.01572671741624,26.772787919135904,84.94460025396292,6.620107190390763,219.114813444149,rice
81.37187718117545,41.612038033278516,25.933146995906675,25.765771472770098,60.109523048711296,5.596787807408104,224.230710929641,rice
89.87079924012131,34.42034185532833,36.58191019898109,27.741081977228262,79.09581921056395,6.985022109341045,209.9395246249451,rice
89.16196900418892,47.76099711279332,40.62893015772841,22.995312038618398,81.34163528983426,6.1875362423334686,167.01063795565068,rice
82.3905128723236,36.4374779488123,44.43691723449968,25.06922374837051,80.30322550511458,6.1628363242820985,217.02834357979424,rice
91.29150483683576,35.20138130238697,35.00037936341789,27.20935843080506,79.52597876677162,5.704105267591094,223.9801003455678,rice
89.72637202153341,32.65256676516781,41.10151223422531,26.47116618485675,84.24631871023757,6.421193519316488,165.7655234101414,rice
88.3766095809612,38.547425154541855,37.682607238121705,26.741111218839453,90.87564706404538,6.8280295191101255,251.41644795243602,rice
83.88071134737213,41.69305678252645,43.68074978456437,25.242355898598923,82.78458512746927,6.488313596156664,208.13259665018313,rice
77.56127324898866,38.01052928398788,43.042769813121964,25.005986582399913,84.04125986121002,6.434527734770767,198.1924939187253,rice
92.71373126902402,41.81844449660029,34.0728971828249,27.884609582372487,78.9955315374585,5.620716629885186,177.08112314803148,rice
74.58533936108111,40.25043192955616,38.685517573378064,24.326336064718813,85.71821179289488,6.318956376417447,219.95550792529502,rice
89.18025026475266,42.957446406410746,29.881823959468274,24.271123495471077,68.91873961306315,6.212620974379228,209.8540613749331,rice
95.66442920285473,45.70064508506138,40.97332023161136,23.9992778452062,84.91096667527442,6.01522882693649,209.95613147953452,rice
95.05859043299984,37.32269753925077,43.867257468364,26.354802737384606,76.27124909721508,6.540862944876091,232.00483987920242,rice
86.03964405120111,36.34084740146727,35.87581111083726,23.924674846193955,85.25556677975176,5.865531191409511,223.7816358315259,rice
63.82420024009447,43.89802964403022,35.460520569210836,29.890260290117833,56.736106066877795,7.015205098271546,86.91049077833782,maize
78.70054726214367,45.639078732296305,36.867852636419975,24.692629791275966,73.72430108874475,6.3402350995213475,99.4359907952854,maize
69.2006959180828,44.67464002943305,30.49775728038108,25.91004744069504,73.6707557415592,6.472925337062701,82.48970734152515,maize
64.96844733238866,43.76181967081754,28.310264109169584,23.174244026562345,66.36071627665481,6.961654619209488,120.81743848067617,maize
69.7207342343619,52.75062084588537,36.02376041768692,24.69750470650725,67.59556671035692,6.521670769287986,86.40754550155579,maize
71.32500153455997,37.45020783708621,28.516774149407258,26.306489766562454,63.33979945948572,6.291368885120342,85.10844674072021,maize
82.15439027624065,45.97396529234255,32.24456926610794,27.4525859112979,74.4751130178898,6.673094829362999,97.41420976963715,maize
86.1776399713243,51.10253630858438,37.57921654387302,26.196694094149766,68.11796344007901,6.115931813908535,93.93422024995972,maize
62.79767425986101,40.7091629423247,40.47497328479397,26.680440325388396,73.92438973811518,6.404913965709448,70.30882727372122,maize
72.83606522636691,45.5509690050991,35.331752608628044,27.267360957513404,62.832377449979326,6.623212065131024,72.39500384470877,maize
79.05285550239432,45.01678617100244,31.850783979205026,24.528341275650295,63.89494552090867,6.405445704732016,107.58460083891296,maize
74.11398597922908,43.68296100504238,26.190705978037407,23.211585296041044,63.421559453261885,6.259951563338175,102.6167718155669,maize
73.51556002143403,51.95759894631856,35.25915946301154,25.074455672843154,64.46722131372499,6.5013286880675105,106.9146362888857,maize
54.12350345923903,34.19165298003114,32.718682509564324,25.02905576387514,69.14062654858408,6.665580519309616,80.10086461077273,maize
84.17139323917586,50.563055177024744,35.77304289134057,26.925315144973684,66.63587158059278,6.303480940625991,93.89716469725006,maize
75.9955181032081,45.00723517247423,41.186405003196214,20.098255742919825,56.49389497904258,6.0845253507689705,80.36842674349774,maize
72.70852647210573,36.860441502025544,30.86233626429453,23.27831664295286,79.74454455245535,7.130609681711501,79.75019492452073,maize
71.72775038723881,38.79429841518321,26.98585226445388,24.76623962718295,59.01288810053585,6.470302313918297,64.59737542469566,maize
68.14222987520768,45.802586314635285,36.538080310692536,25.83494391748403,57.07706609505777,6.7991400055474465,74.7973008683264,maize
80.69572123146575,44.942551146261756,29.21917250387262,24.367604590837622,67.19218245238261,6.71453788316611,83.20240430758366,maize
88.78601001540947,50.44055816332742,33.92205271112104,26.50024362427389,76.60276091112912,7.186169610274059,69.34300151951315,maize
66.66120199958564,53.018561448362796,30.555219586481925,22.35491773341664,62.082835215805716,6.647079348316105,83.69444199070853,maize
69.14492741634967,41.35925270668765,32.00818432946662,23.240980742682115,78.68979726365637,6.604128874914944,96.30617794366042,maize
70.59830278692968,43.995833943195336,32.00307327824451,19.696583330161594,56.731944338912804,5.866283462006862,56.315256831117004,maize
64.24176923131708,52.154760668660806,34.813368095641714,27.581127524642348,67.46589546140525,6.773895589000306,73.51356330986667,maize
79.71555858773404,48.93505686400147,32.57808137261849,26.11908074123233,68.39712655144899,6.307656582604471,70.68470248854481,maize
64.34284501291555,45.4671299263759,36.37344144891512,23.41494833908417,65.1595120479566,6.69968796264847,92.88193161198258,maize
88.9669210811024,51.89569649386944,30.794575982422515,28.367172419076045,61.81414097266571,6.86570548435905,85.86682948215139,maize
71.2906555938873,35.23843695721536,34.279429057091335,21.881233529388783,70.80379541505664,7.030877429998736,74.8393848864672,maize
77.71773668267345,41.08288578115693,32.360364133425485,26.548989407730744,64.76877042893952,7.108876814675854,78.85153589653775,maize
83.9940269922704,45.52603242997202,38.34226764092578,24.10568468534011,64.70264697469051,6.459575392245373,74.34027178571621,maize
80.95873381123577,48.51134463012317,37.49292971860338,28.073931307835288,73.69606880741782,6.368769358552803,89.75641706003577,maize
69.38759379667609,45.1261187070186,32.481052313700765,28.2401406182721,67.18218890205777,6.423689805163452,100.2186367911688,maize
55.4644613118413,34.123845987727435,38.34252235192305,25.120936896234735,66.50267780156456,6.035761363838508,84.70377018665783,maize
93.03158469361207,49.450677946897656,35.71276748959981,24.121892179790123,62.63256288878364,5.754780738779994,88.2849153667448,maize
82.6093479763367,36.49165563327868,32.22204905231137,22.685070735533156,59.20789283114742,6.518718569387665,58.423872523896954,maize
80.52843394521358,49.07081737764189,33.94536913024497,20.038582980030917,59.021488243985665,6.931515676935944,49.5805729207107,maize
71.87228929025832,38.6279957962768,38.37919526665631,23.64977209571308,67.42372412441367,6.697911146709183,108.41187945655776,maize
73.17352250692167,47.0306395959621,28.76276698766477,27.380827126587487,60.43694691157181,6.303736042569289,84.71634061567256,maize
60.93404089194135,46.235358156216265,39.06335834628504,25.585867646994583,55.46661461492765,6.456666746984619,94.46086851298851,maize
58.09810110630683,39.196263525384346,38.681483137142386,25.540190868394575,67.47182949276052,7.150823182668159,90.97404792595408,maize
80.92099209389862,59.63802584697896,34.10202085601994,23.404234472763008,67.56677838948279,6.653646860286114,78.28437875268584,maize
65.70842682400637,57.47315987928642,36.372742575629694,23.53542923719585,70.49558181367759,6.461799196953533,81.77576155944764,maize
80.06045584723044,38.02383575154887,36.481034256452126,28.825909615463505,67.79706597318386,6.368325763675787,78.53440767453992,maize
71.30694023989402,43.628601538541986,33.41321256241526,26.832622882149135,54.600745380746105,6.801700017644247,80.15899680443235,maize
78.39253007125835,38.91426528491534,40.58025048076763,27.491269920343747,70.75754315450044,5.969835828472261,95.57129365609217,maize
78.64369578872137,36.331535265484135,34.89795098816258,25.729068978066525,68.33645164293891,6.562041478432099,88.7132005648041,maize
88.26250253027786,51.62058311351767,22.95836919411248,24.365122890324635,64.01209383473629,5.88676549954556,86.20083399246198,maize
86.23881995169455,39.13253355821081,36.412883942497466,23.168353045407123,60.96852785792194,7.017087771959512,78.08238779357423,maize
79.15991240109562,34.895422173270674,42.821733757858496,26.205304892612997,63.90500094409843,6.7014412784999635,67.02480228091542,maize
85.64277667577392,43.25048221231928,34.14290803679658,24.01668877006903,61.51609158352649,6.743134714069943,88.26281233882884,maize
80.86573327262735,44.95250867677792,37.15543920652416,24.162302512149925,78.37839104845729,5.951224354249326,101.07695087542805,maize
87.31116705648874,40.398342447785794,44.36294916433509,26.990980565890638,70.82683404093747,6.5098077654590565,82.23036648271187,maize
73.11532055664352,47.108865220125395,40.88498235514236,25.36262843572284,59.53133826117626,6.7885494718347426,96.7446720165336,maize
80.89193575603008,49.025694095234904,33.86210185333721,23.14202166573884,59.79083941615532,5.92758786303975,88.02109479721086,maize
74.24896095096065,42.62406639553957,22.586400937750707,22.505365060611663,71.725043908419,6.267380899977904,89.59754389012473,maize
62.4838311302227,52.76900960473985,34.39508382777036,25.58008079296707,78.95467875129012,7.030754035206291,81.09128832859001,maize
69.66101833616676,43.24205693779453,37.14157264360145,24.789551731498257,62.62853512997917,7.0135134377481645,83.54382387983257,maize
95.69630183733588,45.490009844261735,42.498337255743856,25.714638845421252,70.77776343949668,6.246386131968796,74.1145699120105,maize
79.13735359513488,50.338187509312704,35.169077308401945,22.427213329832604,56.83844980226404,6.000502259234816,62.4628180600229,maize
75.98536823502378,51.075237177223336,34.9436536949158,20.479170485324296,63.85543723799271,6.443020351178587,111.72398406537435,maize
61.88575878372399,42.89034094596434,42.16458125828717,25.899956682693094,68.37987844109855,6.540104552958358,89.20678011788013,maize
81.99848577250683,40.628773877979064,38.68784603141444,22.253993966228922,66.97020783698923,6.562559337150215,77.14226312555063,maize
74.79583252206918,41.63828317560601,30.498854427180675,24.292770516772713,58.37606818777003,6.612979112432637,70.33640994955736,maize
81.40779320691946,38.62001303318437,32.62156135455977,23.75079318356964,72.95088037324903,6.6156014809658075,82.30039401755897,maize
79.4884749696275,33.62116132441969,34.81883892350819,28.995028355609527,65.79407903841603,6.523769609209268,91.988636840438,maize
83.0604471898291,34.213679858394755,27.93422877647769,25.420582582172294,60.71074062861494,6.95920884177697,80.9815265289634,maize
57.589223378581934,38.152724849042414,23.451360717551584,24.531748925434176,63.8696952364137,6.351438051576336,98.75570774762917,maize
85.78667852865024,44.079902513877,26.034286596597205,26.234563160984518,68.33216137105146,6.608287049554931,97.51386680367848,maize
64.51654713185064,55.84727908539975,30.970403436804155,26.49844585440171,54.87591383351989,6.174407359455483,104.33370024574803,maize
72.65190159299235,49.53558206771711,35.995212632620834,24.790083687999655,73.18310194959614,6.417169411371835,62.29558912856575,maize
67.77083917243465,47.97643533498915,36.66113824672254,21.865883499529122,60.65394488355079,6.296397527779214,80.34026267504363,maize
62.616777702586035,41.60679601615482,31.939835961909985,26.54306651952384,69.85472786594147,6.448966339668915,80.00149260264817,maize
76.25931880835202,40.5904944197399,30.183305254896748,23.119557582148566,61.19112101617126,6.092784170072705,87.06625937805165,maize
81.56744106405337,36.4296691756895,35.10554058710734,24.56012840946733,67.04905211322082,6.495471431163744,66.4666091808717,maize
63.63849631028551,45.15888730815885,39.320879862931136,20.571625257913993,67.07435947880948,6.916367701850675,83.04892007837078,maize
79.95182246423796,41.20342696315187,34.498661963037115,21.758172963383696,50.93394014948676,6.829968030428846,72.44131467151337,maize
70.90024939496912,37.51321183234096,29.07812724704772,24.65232459981077,60.622536835186125,6.632289849298145,90.7698648419898,maize
77.88764681692146,46.288444271013596,41.62662646071392,22.864812461910226,64.67039080278249,6.896441437181856,101.12288256905997,maize
62.204127155898846,43.313280615058304,40.70410860264249,26.01615821039813,66.17157818887864,6.42381035729787,80.10653819722624,maize
77.59397156781291,43.63717972508379,34.821169791613336,25.157197412230076,60.931570829039,6.686245280858503,122.1566192672966,maize
59.00712024606533,46.74966763062589,31.807201627800595,26.1548051550385,65.27934483996717,6.766649170914862,99.98770885048694,maize
76.73179005991364,51.11308235743656,25.153948846087555,28.180904595832047,67.25037291135403,6.877245174510813,69.4465842532706,maize
67.52307106555197,45.788066788381784,34.92844086478266,25.56613717601998,71.50709096557979,5.882172889644003,97.4161931643957,maize
75.07453718962134,43.89957794992744,28.82131601558346,26.00609733675373,50.51535289381378,6.72693790393355,65.97565059771935,maize
75.48112121355727,44.35648827842923,39.91206021863431,24.64268966197222,60.835168633126,6.322689056410079,101.22925530162196,maize
